Area Name,Occupational Code,Occupational Title,Estimated Employment,Pay Type,Mean Wage,Entry Wage,Experienced Wage,10th Percentile Wage,25th Percentile Wage,Median Wage,75th Percentile Wage,90th Percentile Wage
Northwest Iowa LWDA,47-2141,"Painters, Construction and Maintenance",30,Annual wage,40124.00,31582.00,44395.00,29071.00,33064.00,38502.00,47183.00,56126.00
Northwest Iowa LWDA,47-2152,"Plumbers, Pipefitters, and Steamfitters",80,Hourly wage,24.02,19.33,26.36,17.50,20.58,24.18,28.21,30.92
Northwest Iowa LWDA,47-2152,"Plumbers, Pipefitters, and Steamfitters",80,Annual wage,49955.00,40212.00,54826.00,36406.00,42799.00,50295.00,58675.00,64307.00
Northwest Iowa LWDA,47-2181,Roofers,,Hourly wage,18.99,16.24,20.37,15.12,16.39,17.82,19.25,28.06
Northwest Iowa LWDA,47-2181,Roofers,,Annual wage,39506.00,33770.00,42374.00,31451.00,34093.00,37063.00,40033.00,58362.00
Northwest Iowa LWDA,47-2211,Sheet Metal Workers,120,Hourly wage,18.30,15.55,19.67,14.22,16.21,18.26,20.48,23.37
Northwest Iowa LWDA,47-2211,Sheet Metal Workers,120,Annual wage,38059.00,32351.00,40913.00,29580.00,33719.00,37976.00,42602.00,48600.00
Northwest Iowa LWDA,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",,Hourly wage,19.04,14.66,21.23,13.61,15.46,18.16,22.29,26.95
Northwest Iowa LWDA,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",,Annual wage,39608.00,30503.00,44161.00,28314.00,32157.00,37764.00,46368.00,56046.00
Northwest Iowa LWDA,47-4051,Highway Maintenance Workers,250,Hourly wage,22.58,21.16,23.29,19.90,20.94,22.60,24.27,25.59
Northwest Iowa LWDA,47-4051,Highway Maintenance Workers,250,Annual wage,46963.00,44009.00,48440.00,41400.00,43564.00,47018.00,50472.00,53219.00
Northwest Iowa LWDA,47-4090,Miscellaneous Construction and Related Workers,20,Hourly wage,23.11,17.14,26.09,16.41,18.34,21.90,26.95,32.78
Northwest Iowa LWDA,47-4090,Miscellaneous Construction and Related Workers,20,Annual wage,48059.00,35651.00,54264.00,34130.00,38155.00,45552.00,56055.00,68172.00
Northwest Iowa LWDA,47-5097,"Earth Drillers, Except Oil and Gas; and Explosives Workers, Ordnance Handling Experts, and Blasters",,Hourly wage,20.59,15.75,23.01,13.63,16.94,21.80,23.86,25.10
Northwest Iowa LWDA,47-5097,"Earth Drillers, Except Oil and Gas; and Explosives Workers, Ordnance Handling Experts, and Blasters",,Annual wage,42823.00,32760.00,47855.00,28340.00,35243.00,45350.00,49631.00,52199.00
Northwest Iowa LWDA,49-0000,"Installation, Maintenance, and Repair Occupations",3720,Hourly wage,23.17,15.24,27.14,13.84,17.30,21.81,27.80,35.50
Northwest Iowa LWDA,49-0000,"Installation, Maintenance, and Repair Occupations",3720,Annual wage,48194.00,31693.00,56445.00,28778.00,35989.00,45368.00,57830.00,73834.00
Northwest Iowa LWDA,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",570,Hourly wage,26.57,17.37,31.18,16.47,17.93,22.63,34.78,40.21
Northwest Iowa LWDA,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",570,Annual wage,55273.00,36128.00,64846.00,34254.00,37303.00,47062.00,72340.00,83638.00
Northwest Iowa LWDA,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",30,Hourly wage,24.67,20.00,27.01,18.30,20.88,23.88,28.40,31.78
Northwest Iowa LWDA,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",30,Annual wage,51319.00,41591.00,56183.00,38059.00,43438.00,49672.00,59065.00,66093.00
Northwest Iowa LWDA,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",10,Hourly wage,28.68,25.40,30.32,23.21,26.15,28.63,31.11,35.50
Northwest Iowa LWDA,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",10,Annual wage,59662.00,52837.00,63075.00,48285.00,54384.00,59546.00,64708.00,73840.00
Northwest Iowa LWDA,49-3021,Automotive Body and Related Repairers,170,Hourly wage,23.05,17.39,25.87,16.25,19.20,22.87,27.14,30.43
Northwest Iowa LWDA,49-3021,Automotive Body and Related Repairers,170,Annual wage,47936.00,36180.00,53815.00,33803.00,39940.00,47575.00,56449.00,63296.00
Northwest Iowa LWDA,49-3023,Automotive Service Technicians and Mechanics,390,Hourly wage,20.81,14.58,23.93,13.55,15.63,20.64,23.86,30.95
Northwest Iowa LWDA,49-3023,Automotive Service Technicians and Mechanics,390,Annual wage,43290.00,30320.00,49775.00,28175.00,32518.00,42931.00,49636.00,64373.00
Northwest Iowa LWDA,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,140,Hourly wage,24.25,19.45,26.65,17.84,20.61,23.62,28.01,31.52
Northwest Iowa LWDA,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,140,Annual wage,50441.00,40463.00,55430.00,37103.00,42860.00,49124.00,58255.00,65570.00
Northwest Iowa LWDA,49-3041,Farm Equipment Mechanics and Service Technicians,210,Hourly wage,23.10,16.84,26.23,16.53,18.82,22.82,27.94,31.33
Northwest Iowa LWDA,49-3041,Farm Equipment Mechanics and Service Technicians,210,Annual wage,48042.00,35025.00,54550.00,34388.00,39143.00,47467.00,58123.00,65164.00
Northwest Iowa LWDA,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",30,Hourly wage,26.08,21.66,28.29,20.45,22.42,25.58,29.66,32.58
Northwest Iowa LWDA,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",30,Annual wage,54241.00,45051.00,58835.00,42537.00,46625.00,53208.00,61697.00,67764.00
Northwest Iowa LWDA,49-3051,Motorboat Mechanics and Service Technicians,30,Hourly wage,16.94,13.74,18.55,12.94,13.82,15.28,20.11,23.69
Northwest Iowa LWDA,49-3051,Motorboat Mechanics and Service Technicians,30,Annual wage,35245.00,28576.00,38580.00,26908.00,28737.00,31785.00,41827.00,49283.00
Northwest Iowa LWDA,49-3093,Tire Repairers and Changers,90,Hourly wage,17.48,12.69,19.88,10.62,15.37,18.03,21.12,23.71
Northwest Iowa LWDA,49-3093,Tire Repairers and Changers,90,Annual wage,36359.00,26385.00,41346.00,22085.00,31975.00,37496.00,43920.00,49326.00
Northwest Iowa LWDA,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",150,Hourly wage,23.64,16.46,27.23,14.44,18.60,25.13,28.93,31.19
Northwest Iowa LWDA,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",150,Annual wage,49171.00,34228.00,56642.00,30043.00,38680.00,52266.00,60183.00,64871.00
Northwest Iowa LWDA,49-9041,Industrial Machinery Mechanics,300,Hourly wage,23.31,17.47,26.23,15.68,19.50,22.96,27.03,31.45
Northwest Iowa LWDA,49-9041,Industrial Machinery Mechanics,300,Annual wage,48482.00,36344.00,54550.00,32625.00,40569.00,47767.00,56222.00,65423.00
Northwest Iowa LWDA,49-9043,"Maintenance Workers, Machinery",40,Hourly wage,22.62,18.52,24.67,17.01,19.96,22.65,25.36,29.36
Northwest Iowa LWDA,49-9043,"Maintenance Workers, Machinery",40,Annual wage,47047.00,38516.00,51313.00,35375.00,41507.00,47117.00,52759.00,61072.00
Northwest Iowa LWDA,49-9051,Electrical Power-Line Installers and Repairers,220,Hourly wage,36.74,25.65,42.29,23.04,30.07,38.26,45.26,49.45
Northwest Iowa LWDA,49-9051,Electrical Power-Line Installers and Repairers,220,Annual wage,76427.00,53354.00,87964.00,47914.00,62538.00,79576.00,94140.00,102864.00
Northwest Iowa LWDA,49-9062,Medical Equipment Repairers,50,Hourly wage,19.65,15.89,21.53,14.88,17.41,20.46,22.66,23.98
Northwest Iowa LWDA,49-9062,Medical Equipment Repairers,50,Annual wage,40869.00,33046.00,44780.00,30956.00,36203.00,42559.00,47136.00,49882.00
Northwest Iowa LWDA,49-9071,"Maintenance and Repair Workers, General",890,Hourly wage,19.37,12.75,22.68,10.97,14.82,19.51,23.75,27.81
Northwest Iowa LWDA,49-9071,"Maintenance and Repair Workers, General",890,Annual wage,40289.00,26516.00,47175.00,22826.00,30832.00,40583.00,49393.00,57852.00
Northwest Iowa LWDA,49-9081,Wind Turbine Service Technicians,80,Hourly wage,29.61,22.69,33.07,21.37,24.17,28.23,33.43,39.14
Northwest Iowa LWDA,49-9081,Wind Turbine Service Technicians,80,Annual wage,61587.00,47188.00,68786.00,44458.00,50278.00,58722.00,69524.00,81405.00
Northwest Iowa LWDA,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",10,Hourly wage,20.20,15.18,22.70,13.57,17.71,21.53,23.69,24.99
Northwest Iowa LWDA,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",10,Annual wage,42006.00,31568.00,47225.00,28231.00,36828.00,44782.00,49275.00,51971.00
Northwest Iowa LWDA,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",,Hourly wage,12.72,11.29,13.43,10.31,10.92,11.95,13.89,16.85
Northwest Iowa LWDA,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",,Annual wage,26456.00,23492.00,27937.00,21435.00,22715.00,24849.00,28884.00,35050.00
Northwest Iowa LWDA,49-9099,"Installation, Maintenance, and Repair Workers, All Other",60,Hourly wage,20.38,15.74,22.71,14.87,16.90,19.61,22.85,24.80
Northwest Iowa LWDA,49-9099,"Installation, Maintenance, and Repair Workers, All Other",60,Annual wage,42400.00,32730.00,47235.00,30930.00,35146.00,40787.00,47538.00,51584.00
Northwest Iowa LWDA,51-0000,Production Occupations,9730,Hourly wage,18.62,13.30,21.28,12.60,14.71,17.70,21.52,25.28
Northwest Iowa LWDA,51-0000,Production Occupations,9730,Annual wage,38726.00,27668.00,44254.00,26208.00,30604.00,36811.00,44764.00,52580.00
Northwest Iowa LWDA,51-1011,First-Line Supervisors of Production and Operating Workers,780,Hourly wage,29.58,20.30,34.21,18.79,22.61,28.12,34.69,41.33
Northwest Iowa LWDA,51-1011,First-Line Supervisors of Production and Operating Workers,780,Annual wage,61517.00,42218.00,71167.00,39088.00,47031.00,58495.00,72149.00,85966.00
Northwest Iowa LWDA,51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",170,Hourly wage,15.04,13.88,15.61,12.85,13.46,14.46,15.46,18.12
Northwest Iowa LWDA,51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",170,Annual wage,31277.00,28878.00,32476.00,26737.00,27987.00,30071.00,32148.00,37696.00
Northwest Iowa LWDA,51-2041,Structural Metal Fabricators and Fitters,50,Hourly wage,19.62,16.44,21.22,15.58,16.75,18.66,22.23,27.22
Northwest Iowa LWDA,51-2041,Structural Metal Fabricators and Fitters,50,Annual wage,40819.00,34203.00,44128.00,32410.00,34846.00,38819.00,46228.00,56621.00
Northwest Iowa LWDA,51-2090,Miscellaneous Assemblers and Fabricators,1030,Hourly wage,17.46,14.74,18.83,13.58,15.69,17.50,19.29,22.05
Northwest Iowa LWDA,51-2090,Miscellaneous Assemblers and Fabricators,1030,Annual wage,36325.00,30653.00,39161.00,28239.00,32645.00,36400.00,40114.00,45858.00
Northwest Iowa LWDA,51-3011,Bakers,210,Hourly wage,12.56,10.70,13.49,9.91,10.75,12.14,14.10,15.38
Northwest Iowa LWDA,51-3011,Bakers,210,Annual wage,26125.00,22252.00,28062.00,20604.00,22365.00,25245.00,29336.00,31999.00
Northwest Iowa LWDA,51-3021,Butchers and Meat Cutters,150,Hourly wage,13.85,10.27,15.64,9.60,10.85,13.10,16.79,19.41
Northwest Iowa LWDA,51-3021,Butchers and Meat Cutters,150,Annual wage,28808.00,21355.00,32534.00,19970.00,22566.00,27251.00,34923.00,40374.00
Northwest Iowa LWDA,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",720,Hourly wage,15.67,12.30,17.35,11.17,13.59,16.37,18.07,19.10
Northwest Iowa LWDA,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",720,Annual wage,32590.00,25583.00,36093.00,23223.00,28273.00,34048.00,37594.00,39722.00
Northwest Iowa LWDA,51-3023,Slaughterers and Meat Packers,590,Hourly wage,15.89,14.06,16.81,13.17,14.08,15.59,17.93,19.48
Northwest Iowa LWDA,51-3023,Slaughterers and Meat Packers,590,Annual wage,33055.00,29254.00,34956.00,27392.00,29281.00,32419.00,37295.00,40515.00
Northwest Iowa LWDA,51-3092,Food Batchmakers,290,Hourly wage,14.25,11.96,15.40,10.90,12.59,14.20,15.68,18.08
Northwest Iowa LWDA,51-3092,Food Batchmakers,290,Annual wage,29649.00,24876.00,32035.00,22670.00,26184.00,29532.00,32611.00,37601.00
Northwest Iowa LWDA,51-3099,"Food Processing Workers, All Other",,Hourly wage,15.09,11.11,17.08,10.39,11.39,13.93,18.56,22.49
Northwest Iowa LWDA,51-3099,"Food Processing Workers, All Other",,Annual wage,31391.00,23107.00,35533.00,21613.00,23697.00,28984.00,38603.00,46773.00
Northwest Iowa LWDA,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",60,Hourly wage,18.71,14.43,20.86,13.51,15.26,18.88,22.32,24.33
Northwest Iowa LWDA,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",60,Annual wage,38925.00,30008.00,43384.00,28111.00,31744.00,39271.00,46422.00,50605.00
Northwest Iowa LWDA,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",170,Hourly wage,17.97,13.73,20.08,13.26,14.72,17.57,21.14,24.09
Northwest Iowa LWDA,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",170,Annual wage,37371.00,28565.00,41774.00,27573.00,30613.00,36544.00,43978.00,50117.00
Northwest Iowa LWDA,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",30,Hourly wage,15.86,10.28,18.65,9.16,11.35,16.97,19.08,22.21
Northwest Iowa LWDA,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",30,Annual wage,32991.00,21382.00,38795.00,19044.00,23615.00,35307.00,39681.00,46188.00
Northwest Iowa LWDA,51-4041,Machinists,370,Hourly wage,19.89,16.14,21.77,15.13,16.98,19.42,22.88,25.07
Northwest Iowa LWDA,51-4041,Machinists,370,Annual wage,41377.00,33565.00,45283.00,31478.00,35312.00,40385.00,47580.00,52149.00
Northwest Iowa LWDA,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",590,Hourly wage,14.36,11.56,15.77,10.74,12.14,13.71,15.57,19.64
Northwest Iowa LWDA,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",590,Annual wage,29878.00,24046.00,32794.00,22336.00,25252.00,28526.00,32391.00,40843.00
Northwest Iowa LWDA,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",120,Hourly wage,19.15,15.24,21.10,14.05,16.09,19.01,22.48,24.73
Northwest Iowa LWDA,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",120,Annual wage,39824.00,31703.00,43885.00,29220.00,33461.00,39548.00,46758.00,51434.00
Northwest Iowa LWDA,51-4111,Tool and Die Makers,30,Hourly wage,23.40,19.19,25.50,17.71,20.12,23.21,27.24,30.28
Northwest Iowa LWDA,51-4111,Tool and Die Makers,30,Annual wage,48667.00,39913.00,53043.00,36845.00,41853.00,48271.00,56650.00,62977.00
Northwest Iowa LWDA,51-4121,"Welders, Cutters, Solderers, and Brazers",760,Hourly wage,21.57,16.79,23.96,16.13,18.31,21.41,24.13,26.56
Northwest Iowa LWDA,51-4121,"Welders, Cutters, Solderers, and Brazers",760,Annual wage,44866.00,34930.00,49833.00,33545.00,38081.00,44530.00,50183.00,55247.00
Northwest Iowa LWDA,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",140,Hourly wage,20.90,17.38,22.66,16.67,18.50,21.15,23.46,24.85
Northwest Iowa LWDA,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",140,Annual wage,43464.00,36145.00,47123.00,34671.00,38480.00,43997.00,48799.00,51693.00
Northwest Iowa LWDA,51-4194,"Tool Grinders, Filers, and Sharpeners",10,Hourly wage,21.02,17.06,23.00,16.34,17.99,21.05,23.81,26.55
Northwest Iowa LWDA,51-4194,"Tool Grinders, Filers, and Sharpeners",10,Annual wage,43718.00,35476.00,47839.00,33989.00,37424.00,43783.00,49519.00,55217.00
Northwest Iowa LWDA,51-5112,Printing Press Operators,130,Hourly wage,16.10,12.48,17.91,11.35,13.02,15.21,18.67,22.85
Northwest Iowa LWDA,51-5112,Printing Press Operators,130,Annual wage,33484.00,25949.00,37252.00,23602.00,27079.00,31647.00,38842.00,47520.00
Northwest Iowa LWDA,51-6011,Laundry and Dry-Cleaning Workers,80,Hourly wage,11.43,10.20,12.04,9.55,10.15,11.14,12.13,14.23
Northwest Iowa LWDA,51-6011,Laundry and Dry-Cleaning Workers,80,Annual wage,23765.00,21222.00,25036.00,19858.00,21107.00,23168.00,25222.00,29599.00
Northwest Iowa LWDA,51-6031,Sewing Machine Operators,30,Hourly wage,11.34,8.91,12.56,8.43,9.31,10.70,13.47,15.22
Northwest Iowa LWDA,51-6031,Sewing Machine Operators,30,Annual wage,23590.00,18539.00,26116.00,17534.00,19360.00,22262.00,28021.00,31655.00
Northwest Iowa LWDA,51-7011,Cabinetmakers and Bench Carpenters,70,Hourly wage,16.77,8.76,20.77,8.49,9.47,18.81,23.02,24.79
Northwest Iowa LWDA,51-7011,Cabinetmakers and Bench Carpenters,70,Annual wage,34872.00,18227.00,43194.00,17666.00,19691.00,39118.00,47890.00,51563.00
Northwest Iowa LWDA,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",90,Hourly wage,19.46,16.99,20.69,16.27,17.40,19.28,22.01,24.37
Northwest Iowa LWDA,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",90,Annual wage,40477.00,35340.00,43045.00,33836.00,36189.00,40110.00,45776.00,50687.00
Northwest Iowa LWDA,51-8031,Water and Wastewater Treatment Plant and System Operators,160,Hourly wage,24.48,20.39,26.52,19.46,21.44,24.16,28.15,31.12
Northwest Iowa LWDA,51-8031,Water and Wastewater Treatment Plant and System Operators,160,Annual wage,50916.00,42422.00,55163.00,40483.00,44585.00,50254.00,58557.00,64723.00
Northwest Iowa LWDA,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",,Hourly wage,21.61,17.12,23.85,16.42,18.40,21.32,23.93,25.49
Northwest Iowa LWDA,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",,Annual wage,44944.00,35618.00,49607.00,34158.00,38277.00,44354.00,49771.00,53021.00
Northwest Iowa LWDA,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",150,Hourly wage,19.06,17.15,20.01,15.99,16.92,18.47,21.02,24.26
Northwest Iowa LWDA,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",150,Annual wage,39635.00,35668.00,41618.00,33260.00,35192.00,38411.00,43720.00,50454.00
Northwest Iowa LWDA,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",160,Hourly wage,17.38,13.75,19.19,12.85,14.86,17.35,19.58,23.02
Northwest Iowa LWDA,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",160,Annual wage,36148.00,28599.00,39923.00,26736.00,30910.00,36089.00,40721.00,47872.00
Northwest Iowa LWDA,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",370,Hourly wage,19.96,16.06,21.90,15.08,16.88,19.24,22.81,25.46
Northwest Iowa LWDA,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",370,Annual wage,41511.00,33409.00,45562.00,31363.00,35102.00,40024.00,47454.00,52954.00
Northwest Iowa LWDA,51-9111,Packaging and Filling Machine Operators and Tenders,520,Hourly wage,17.02,13.81,18.63,13.09,14.12,15.73,18.20,21.78
Northwest Iowa LWDA,51-9111,Packaging and Filling Machine Operators and Tenders,520,Annual wage,35405.00,28724.00,38745.00,27232.00,29377.00,32718.00,37866.00,45306.00
Northwest Iowa LWDA,51-9123,"Painting, Coating, and Decorating Workers",30,Hourly wage,20.21,17.23,21.70,16.37,17.82,20.27,22.85,24.39
Northwest Iowa LWDA,51-9123,"Painting, Coating, and Decorating Workers",30,Annual wage,42031.00,35829.00,45133.00,34043.00,37075.00,42152.00,47521.00,50741.00
Northwest Iowa LWDA,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",210,Hourly wage,18.73,15.32,20.44,13.98,16.15,18.75,21.90,24.08
Northwest Iowa LWDA,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",210,Annual wage,38969.00,31870.00,42518.00,29079.00,33582.00,39005.00,45562.00,50086.00
Northwest Iowa LWDA,51-9161,Computer Numerically Controlled Tool Operators,150,Hourly wage,18.50,15.07,20.22,13.79,15.95,18.32,21.32,23.98
Northwest Iowa LWDA,51-9161,Computer Numerically Controlled Tool Operators,150,Annual wage,38487.00,31352.00,42055.00,28688.00,33179.00,38097.00,44347.00,49885.00
Northwest Iowa LWDA,51-9162,Computer Numerically Controlled Tool Programmers,30,Hourly wage,23.73,22.37,24.41,20.53,21.67,23.59,25.34,28.67
Northwest Iowa LWDA,51-9162,Computer Numerically Controlled Tool Programmers,30,Annual wage,49359.00,46527.00,50775.00,42694.00,45080.00,49058.00,52703.00,59624.00
Northwest Iowa LWDA,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",10,Hourly wage,11.89,8.41,13.63,7.86,8.58,12.09,14.18,15.35
Northwest Iowa LWDA,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",10,Annual wage,24732.00,17485.00,28356.00,16355.00,17857.00,25143.00,29487.00,31923.00
Northwest Iowa LWDA,51-9193,Cooling and Freezing Equipment Operators and Tenders,70,Hourly wage,19.09,15.07,21.10,13.81,15.94,18.11,22.33,27.36
Northwest Iowa LWDA,51-9193,Cooling and Freezing Equipment Operators and Tenders,70,Annual wage,39708.00,31339.00,43892.00,28718.00,33145.00,37666.00,46443.00,56915.00
Northwest Iowa LWDA,51-9198,Helpers--Production Workers,210,Hourly wage,18.84,14.39,21.06,12.96,16.22,19.55,22.49,24.26
Northwest Iowa LWDA,51-9198,Helpers--Production Workers,210,Annual wage,39177.00,29936.00,43797.00,26964.00,33734.00,40662.00,46782.00,50466.00
Northwest Iowa LWDA,53-0000,Transportation and Material Moving Occupations,7850,Hourly wage,17.81,11.75,20.84,9.84,13.86,17.43,20.84,25.77
Northwest Iowa LWDA,53-0000,Transportation and Material Moving Occupations,7850,Annual wage,37035.00,24432.00,43337.00,20458.00,28833.00,36246.00,43346.00,53594.00
Northwest Iowa LWDA,53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",240,Hourly wage,23.42,16.67,26.80,15.88,17.84,21.51,27.46,36.34
Northwest Iowa LWDA,53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",240,Annual wage,48720.00,34673.00,55743.00,33023.00,37117.00,44743.00,57115.00,75588.00
Northwest Iowa LWDA,53-2012,Commercial Pilots,,Hourly wage,,,,,,,,
Northwest Iowa LWDA,53-2012,Commercial Pilots,,Annual wage,83981.00,51898.00,100023.00,44336.00,58740.00,68477.00,99281.00,159060.00
Northwest Iowa LWDA,53-3031,Driver/Sales Workers,430,Hourly wage,16.30,9.37,19.77,8.77,10.01,16.52,20.40,25.92
Northwest Iowa LWDA,53-3031,Driver/Sales Workers,430,Annual wage,33910.00,19480.00,41124.00,18233.00,20816.00,34367.00,42427.00,53911.00
Northwest Iowa LWDA,53-3032,Heavy and Tractor-Trailer Truck Drivers,2240,Hourly wage,20.28,13.70,23.57,12.41,16.27,19.62,25.08,30.19
Northwest Iowa LWDA,53-3032,Heavy and Tractor-Trailer Truck Drivers,2240,Annual wage,42186.00,28487.00,49035.00,25821.00,33848.00,40805.00,52168.00,62799.00
Northwest Iowa LWDA,53-3033,Light Truck Drivers,560,Hourly wage,16.39,10.74,19.22,9.31,12.17,16.93,19.62,23.57
Northwest Iowa LWDA,53-3033,Light Truck Drivers,560,Annual wage,34101.00,22340.00,39982.00,19357.00,25311.00,35212.00,40806.00,49035.00
Northwest Iowa LWDA,53-3058,"Passenger Vehicle Drivers, Except Bus Drivers, Transit and Intercity",330,Hourly wage,14.12,9.11,16.62,8.55,9.70,11.77,18.90,23.69
Northwest Iowa LWDA,53-3058,"Passenger Vehicle Drivers, Except Bus Drivers, Transit and Intercity",330,Annual wage,29363.00,18949.00,34569.00,17787.00,20172.00,24475.00,39315.00,49283.00
Northwest Iowa LWDA,53-6031,Automotive and Watercraft Service Attendants,,Hourly wage,12.21,10.05,13.30,9.01,10.81,12.70,14.04,14.84
Northwest Iowa LWDA,53-6031,Automotive and Watercraft Service Attendants,,Annual wage,25406.00,20909.00,27654.00,18739.00,22491.00,26412.00,29195.00,30870.00
Northwest Iowa LWDA,53-7021,Crane and Tower Operators,10,Hourly wage,24.76,22.67,25.80,20.83,21.95,23.82,25.76,31.50
Northwest Iowa LWDA,53-7021,Crane and Tower Operators,10,Annual wage,51497.00,47151.00,53669.00,43325.00,45660.00,49551.00,53590.00,65520.00
Northwest Iowa LWDA,53-7051,Industrial Truck and Tractor Operators,520,Hourly wage,18.73,15.15,20.52,13.94,16.07,18.47,21.89,24.47
Northwest Iowa LWDA,53-7051,Industrial Truck and Tractor Operators,520,Annual wage,38956.00,31503.00,42683.00,28999.00,33436.00,38424.00,45526.00,50895.00
Northwest Iowa LWDA,53-7061,Cleaners of Vehicles and Equipment,310,Hourly wage,13.97,9.55,16.19,8.56,10.18,14.32,16.11,19.80
Northwest Iowa LWDA,53-7061,Cleaners of Vehicles and Equipment,310,Annual wage,29067.00,19854.00,33674.00,17811.00,21174.00,29778.00,33507.00,41193.00
Northwest Iowa LWDA,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",2170,Hourly wage,16.93,12.95,18.92,11.49,14.99,17.26,19.23,22.48
Northwest Iowa LWDA,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",2170,Annual wage,35218.00,26933.00,39361.00,23906.00,31180.00,35907.00,39995.00,46763.00
Northwest Iowa LWDA,53-7064,"Packers and Packagers, Hand",210,Hourly wage,15.56,12.84,16.92,11.66,13.52,15.33,17.69,19.53
Northwest Iowa LWDA,53-7064,"Packers and Packagers, Hand",210,Annual wage,32367.00,26713.00,35194.00,24260.00,28121.00,31880.00,36788.00,40620.00
Northwest Iowa LWDA,53-7065,Stockers and Order Fillers,450,Hourly wage,13.88,9.40,16.12,8.86,9.98,13.46,16.73,19.60
Northwest Iowa LWDA,53-7065,Stockers and Order Fillers,450,Annual wage,28861.00,19542.00,33521.00,18431.00,20751.00,27992.00,34803.00,40763.00
Northwest Iowa LWDA,53-7081,Refuse and Recyclable Material Collectors,20,Hourly wage,18.17,14.82,19.85,13.88,15.60,17.79,21.29,23.96
Northwest Iowa LWDA,53-7081,Refuse and Recyclable Material Collectors,20,Annual wage,37795.00,30820.00,41282.00,28874.00,32446.00,36997.00,44281.00,49843.00
South Central Iowa LWDA,00-0000,"Total, All Occupations",79380,Hourly wage,21.51,11.46,26.53,10.01,13.20,18.26,25.59,35.30
